id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,curah_hujan,satuan_curah_hujan,kelembapan,satuan_kelembapan,tahun
305,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,120356.4,mm,82.63636364,%,2024
306,32,JAWA BARAT,3209,KABUPATEN CIREBON,120356.4,mm,82.63636364,%,2024
307,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,120356.4,mm,82.63636364,%,2024
308,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,120356.4,mm,82.63636364,%,2024
309,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,120356.4,mm,82.63636364,%,2024
310,32,JAWA BARAT,3213,KABUPATEN SUBANG,120356.4,mm,82.63636364,%,2024
311,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,120356.4,mm,82.63636364,%,2024
312,32,JAWA BARAT,3215,KABUPATEN KARAWANG,120356.4,mm,82.63636364,%,2024
313,32,JAWA BARAT,3216,KABUPATEN BEKASI,120356.4,mm,82.63636364,%,2024
314,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,120356.4,mm,82.63636364,%,2024
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,120356.4,mm,82.63636364,%,2024
316,32,JAWA BARAT,3271,KOTA BOGOR,120356.4,mm,82.63636364,%,2024
317,32,JAWA BARAT,3272,KOTA SUKABUMI,120356.4,mm,82.63636364,%,2024
318,32,JAWA BARAT,3273,KOTA BANDUNG,120356.4,mm,82.63636364,%,2024
319,32,JAWA BARAT,3274,KOTA CIREBON,120356.4,mm,82.63636364,%,2024
320,32,JAWA BARAT,3275,KOTA BEKASI,120356.4,mm,82.63636364,%,2024
321,32,JAWA BARAT,3276,KOTA DEPOK,120356.4,mm,82.63636364,%,2024
322,32,JAWA BARAT,3277,KOTA CIMAHI,120356.4,mm,82.63636364,%,2024
323,32,JAWA BARAT,3278,KOTA TASIKMALAYA,120356.4,mm,82.63636364,%,2024
324,32,JAWA BARAT,3279,KOTA BANJAR,120356.4,mm,82.63636364,%,2024
